uid,date_account_created,date_first_booking,gender,age,signup_method,language,first_device_type,first_browser,country_destination
250,2010-03-16,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
251,2010-03-16,NULL,-unknown-,47,basic,en,Other/Unknown,-unknown-,NDF
252,2010-03-18,2010-03-19,-unknown-,NULL,basic,en,"Windows Desktop",IE,FR
253,2010-03-18,2010-05-21,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,US
254,2010-03-18,2010-03-18,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
255,2010-03-18,NULL,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,NDF
256,2010-03-18,2010-03-19,MALE,48,basic,en,"Windows Desktop",Chrome,US
257,2010-03-18,NULL,FEMALE,42,facebook,en,"Mac Desktop",Safari,NDF
258,2010-03-18,NULL,FEMALE,59,facebook,en,"Windows Desktop",IE,NDF
259,2010-03-18,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,NDF
260,2010-03-18,2010-03-20,MALE,32,facebook,en,"Mac Desktop",Chrome,US
261,2010-03-18,NULL,FEMALE,32,basic,en,"Mac Desktop",Firefox,NDF
262,2010-03-19,2010-03-26,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
263,2010-03-19,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
264,2010-03-19,2010-03-19,MALE,51,basic,en,"Windows Desktop",Firefox,US
265,2010-03-19,2010-03-25,MALE,45,basic,en,"Mac Desktop",Chrome,US
266,2010-03-19,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
267,2010-03-19,2010-03-28,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,US
268,2010-03-19,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
269,2010-03-19,2010-03-21,-unknown-,52,basic,en,iPad,"Mobile Safari",US
270,2010-03-19,2010-03-19,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
271,2010-03-19,2010-04-10,-unknown-,47,basic,en,"Windows Desktop",IE,US
272,2010-03-19,2010-03-25,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
273,2010-03-20,2010-03-20,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,US
274,2010-03-20,2010-03-23,-unknown-,38,basic,en,"Mac Desktop",Safari,FR
275,2010-03-20,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
276,2010-03-20,2011-03-06,MALE,36,basic,en,"Mac Desktop",Chrome,US
277,2010-03-20,NULL,FEMALE,46,basic,en,"Mac Desktop",Safari,NDF
278,2010-03-20,2010-03-21,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,CA
279,2010-03-20,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
280,2010-03-20,NULL,MALE,51,basic,en,"Windows Desktop",IE,NDF
281,2010-03-21,2010-03-21,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
282,2010-03-21,NULL,MALE,31,basic,de,iPhone,-unknown-,NDF
283,2010-03-22,NULL,-unknown-,NULL,basic,en,iPad,-unknown-,NDF
284,2010-03-22,2010-03-22,-unknown-,NULL,basic,en,iPad,"Mobile Safari",US
285,2010-03-22,2010-03-22,FEMALE,57,basic,en,"Mac Desktop",Firefox,US
286,2010-03-22,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
287,2010-03-22,2010-03-22,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
288,2010-03-23,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
289,2010-03-23,2010-12-11,FEMALE,NULL,basic,en,"Windows Desktop",Chrome,PT
290,2010-03-23,2010-04-09,FEMALE,31,basic,en,"Mac Desktop",Chrome,other
291,2010-03-23,2010-03-24,MALE,39,basic,en,Other/Unknown,-unknown-,US
292,2010-03-23,2010-03-25,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
293,2010-03-23,2010-03-24,FEMALE,61,facebook,en,"Mac Desktop",Safari,US
294,2010-03-24,2010-04-02,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
295,2010-03-24,2010-03-25,MALE,64,basic,en,"Windows Desktop",IE,US
296,2010-03-24,2010-03-24,MALE,35,facebook,en,"Mac Desktop",Chrome,US
297,2010-03-25,2010-03-26,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
298,2010-03-25,2010-03-25,-unknown-,NULL,basic,en,"Windows Desktop",IE,US
299,2010-03-25,2010-03-26,-unknown-,39,basic,en,"Mac Desktop",Safari,US
300,2010-03-25,2010-03-25,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,US
301,2010-03-25,NULL,-unknown-,72,basic,en,Other/Unknown,-unknown-,NDF
302,2010-03-25,2010-04-17,MALE,70,facebook,en,"Mac Desktop",Chrome,US
303,2010-03-25,2010-03-26,-unknown-,NULL,basic,en,iPhone,-unknown-,US
304,2010-03-25,2010-04-12,-unknown-,NULL,basic,en,"Mac Desktop",Safari,US
305,2010-03-25,NULL,FEMALE,45,basic,en,"Mac Desktop",Safari,NDF
306,2010-03-26,2010-03-26,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
307,2010-03-26,NULL,-unknown-,42,basic,en,"Mac Desktop",Safari,NDF
308,2010-03-26,2010-07-24,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
309,2010-03-26,2010-03-31,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,FR
310,2010-03-26,2010-04-02,FEMALE,28,basic,en,"Windows Desktop",IE,US
311,2010-03-27,2010-08-13,MALE,52,basic,en,"Mac Desktop",Safari,US
312,2010-03-27,NULL,MALE,37,facebook,en,"Windows Desktop",Chrome,NDF
313,2010-03-27,2010-03-27,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,US
314,2010-03-27,2010-03-27,-unknown-,29,basic,en,"Mac Desktop",Chrome,US
315,2010-03-28,2010-03-28,MALE,70,facebook,en,"Windows Desktop",Chrome,US
316,2010-03-28,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
317,2010-03-29,2010-03-29,FEMALE,67,basic,en,"Mac Desktop",Firefox,US
318,2010-03-29,2010-03-29,MALE,46,basic,en,"Mac Desktop",Chrome,US
319,2010-03-29,2010-04-02,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,FR
320,2010-03-29,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,NDF
321,2010-03-29,2010-03-30,-unknown-,38,basic,en,"Mac Desktop",Chrome,US
322,2010-03-30,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
323,2010-03-30,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
324,2010-03-30,2010-03-31,FEMALE,55,basic,en,"Mac Desktop",Firefox,US
325,2010-03-30,2010-03-31,FEMALE,30,basic,en,"Mac Desktop",Chrome,US
326,2010-03-30,2010-04-03,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,US
327,2010-03-30,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
328,2010-03-31,2010-04-02,-unknown-,37,basic,en,"Mac Desktop",Firefox,US
329,2010-03-31,2010-03-31,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
330,2010-03-31,2010-04-01,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,US
331,2010-03-31,NULL,-unknown-,43,basic,en,Other/Unknown,-unknown-,NDF
332,2010-03-31,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
333,2010-03-31,NULL,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,NDF
334,2010-04-01,2010-04-01,MALE,52,basic,en,"Mac Desktop",Safari,US
335,2010-04-02,NULL,MALE,NULL,basic,en,"Mac Desktop",Chrome,NDF
336,2010-04-02,NULL,FEMALE,42,facebook,en,"Windows Desktop",Chrome,NDF
337,2010-04-02,2010-06-21,-unknown-,31,basic,en,"Windows Desktop",Chrome,ES
338,2010-04-02,NULL,FEMALE,18,basic,en,"Mac Desktop",Firefox,NDF
339,2010-04-02,2010-04-04,FEMALE,31,basic,en,"Mac Desktop",Chrome,US
340,2010-04-02,NULL,-unknown-,34,basic,en,Other/Unknown,-unknown-,NDF
341,2010-04-03,NULL,-unknown-,32,basic,en,"Mac Desktop",Safari,NDF
342,2010-04-03,2010-04-07,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
343,2010-04-03,2010-04-03,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,US
344,2010-04-03,2010-04-07,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
345,2010-04-03,2010-04-05,FEMALE,41,basic,en,"Mac Desktop",Safari,US
346,2010-04-03,2010-04-03,MALE,29,basic,en,"Mac Desktop",Safari,US
347,2010-04-04,2010-04-06,FEMALE,34,basic,en,"Mac Desktop",Safari,US
348,2010-04-04,2010-04-05,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
349,2010-04-04,2010-04-05,FEMALE,54,basic,en,"Android Phone","Android Browser",US
350,2010-04-04,2010-04-04,-unknown-,NULL,facebook,en,"Mac Desktop",Safari,US
351,2010-04-04,2010-04-12,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
352,2010-04-05,NULL,MALE,34,facebook,en,"Windows Desktop",Chrome,NDF
353,2010-04-05,NULL,MALE,70,facebook,en,"Mac Desktop",Safari,NDF
354,2010-04-05,NULL,FEMALE,60,basic,en,"Windows Desktop",Firefox,NDF
355,2010-04-05,2010-04-05,FEMALE,65,basic,en,"Windows Desktop",Firefox,US
356,2010-04-05,2010-04-05,-unknown-,31,basic,en,Other/Unknown,-unknown-,ES
357,2010-04-05,NULL,-unknown-,30,basic,en,Other/Unknown,-unknown-,NDF
358,2010-12-23,2010-04-06,MALE,38,basic,en,"Mac Desktop",Firefox,US
359,2010-04-05,2010-04-05,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
360,2010-04-05,2010-05-05,FEMALE,65,basic,en,"Mac Desktop",Safari,US
361,2010-04-05,2010-04-17,FEMALE,44,basic,en,"Mac Desktop",Safari,US
362,2010-04-05,2010-04-09,-unknown-,NULL,basic,en,iPad,"Mobile Safari",US
363,2010-04-05,2010-04-06,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
364,2010-04-05,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
365,2010-04-05,NULL,-unknown-,36,basic,en,Other/Unknown,-unknown-,NDF
366,2011-03-28,2010-04-15,FEMALE,44,basic,en,"Mac Desktop",Firefox,US
367,2010-04-06,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
368,2010-04-06,2010-04-09,MALE,37,facebook,en,"Mac Desktop",Safari,US
369,2010-04-06,2010-04-06,-unknown-,NULL,basic,en,"Windows Desktop",IE,US
370,2010-04-06,2010-04-08,FEMALE,73,basic,en,"Mac Desktop",Safari,US
371,2010-04-07,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
372,2010-04-07,2010-04-12,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
373,2010-04-07,NULL,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,NDF
374,2010-04-07,NULL,MALE,NULL,basic,en,iPhone,-unknown-,NDF
375,2010-04-07,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
376,2010-04-07,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
377,2010-04-08,NULL,-unknown-,31,basic,en,"Windows Desktop",IE,NDF
378,2010-04-08,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
379,2010-04-09,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
380,2010-04-09,NULL,FEMALE,45,basic,en,"Windows Desktop",IE,NDF
381,2010-04-09,2010-04-10,-unknown-,38,basic,en,"Mac Desktop",Chrome,US
382,2010-04-09,NULL,MALE,37,basic,en,"Mac Desktop",Safari,NDF
383,2010-04-09,2010-04-18,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
384,2010-04-09,2010-04-13,FEMALE,29,basic,en,"Mac Desktop",Safari,US
385,2010-04-10,2010-04-10,MALE,36,basic,en,"Mac Desktop",Chrome,US
386,2010-04-10,2010-04-10,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
387,2010-04-10,2010-04-11,-unknown-,30,facebook,en,iPad,"Mobile Safari",US
388,2010-04-10,2010-09-20,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,US
389,2010-04-11,2010-04-13,-unknown-,2014,basic,en,"Windows Desktop",Firefox,FR
390,2010-04-12,NULL,-unknown-,35,basic,en,Other/Unknown,-unknown-,NDF
391,2010-04-12,2010-04-13,FEMALE,36,facebook,en,"Mac Desktop",Chrome,FR
392,2010-04-12,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
393,2010-04-12,2010-04-13,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
394,2010-04-12,2010-04-12,FEMALE,32,basic,en,"Mac Desktop",Safari,US
395,2010-04-12,2010-04-19,-unknown-,NULL,basic,en,"Mac Desktop",Safari,US
396,2010-04-12,2010-04-12,FEMALE,36,facebook,en,"Mac Desktop",Safari,US
397,2010-04-12,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
398,2010-04-12,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
399,2010-04-12,2010-04-12,FEMALE,104,facebook,en,iPhone,"Mobile Safari",FR
400,2010-04-13,2010-04-23,FEMALE,33,facebook,en,"Mac Desktop",Chrome,US
401,2010-04-13,NULL,-unknown-,33,basic,en,Other/Unknown,-unknown-,NDF
402,2010-04-13,2010-05-07,MALE,54,facebook,en,iPad,"Mobile Safari",CA
403,2010-04-13,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
404,2010-04-13,2010-04-18,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
405,2010-04-13,NULL,FEMALE,35,facebook,en,"Windows Desktop",Chrome,NDF
406,2010-04-13,2011-02-10,MALE,31,basic,en,"Mac Desktop",Firefox,US
407,2010-04-13,NULL,FEMALE,64,basic,en,"Mac Desktop",Safari,NDF
408,2010-04-14,2010-04-15,FEMALE,37,basic,en,"Android Phone",-unknown-,US
409,2010-04-14,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
410,2010-04-14,NULL,-unknown-,49,basic,en,Other/Unknown,-unknown-,NDF
411,2010-11-16,2011-05-04,FEMALE,31,basic,en,"Windows Desktop",Firefox,US
412,2010-04-14,NULL,FEMALE,28,basic,en,"Android Phone","Chrome Mobile",NDF
413,2010-04-14,2010-04-15,-unknown-,28,basic,en,"Mac Desktop",Safari,US
414,2010-04-15,2010-04-15,FEMALE,42,basic,en,"Windows Desktop",IE,US
415,2010-04-15,NULL,MALE,30,facebook,en,"Android Phone",-unknown-,NDF
416,2010-04-15,2010-04-15,-unknown-,34,basic,en,"Windows Desktop",Chrome,US
417,2010-04-15,NULL,FEMALE,36,facebook,en,"Mac Desktop",Safari,NDF
418,2010-04-16,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
419,2010-04-16,NULL,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,NDF
420,2010-04-17,NULL,-unknown-,55,basic,en,"Mac Desktop",Firefox,NDF
421,2010-04-17,2010-04-23,-unknown-,50,basic,en,"Windows Desktop",Firefox,US
422,2010-04-17,2010-04-17,-unknown-,73,basic,en,Other/Unknown,-unknown-,US
423,2014-01-15,2014-01-15,OTHER,45,basic,en,iPhone,"Mobile Safari",US
424,2010-04-17,2010-04-18,FEMALE,37,basic,en,"Mac Desktop",Safari,US
425,2010-04-17,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
426,2010-04-18,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
427,2010-04-18,NULL,-unknown-,60,basic,en,"Windows Desktop",Chrome,NDF
428,2010-04-18,2010-05-10,FEMALE,46,facebook,en,"Mac Desktop",Safari,US
429,2010-04-18,2010-04-19,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,CA
430,2010-04-19,NULL,-unknown-,NULL,basic,en,"Android Tablet",Chrome,NDF
431,2010-04-19,2010-10-11,-unknown-,39,basic,en,"Mac Desktop",Firefox,US
432,2010-04-19,NULL,FEMALE,59,facebook,en,"Mac Desktop",Chrome,NDF
433,2010-04-20,2010-05-07,-unknown-,NULL,basic,en,iPhone,"Mobile Safari",ES
434,2010-04-20,2010-04-22,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,ES
435,2010-04-20,2010-04-20,FEMALE,28,basic,en,"Mac Desktop",Firefox,US
436,2010-04-21,2010-04-22,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
437,2010-04-21,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
438,2010-04-21,2010-04-24,-unknown-,NULL,facebook,en,"Mac Desktop",Safari,US
439,2010-04-21,2011-04-04,FEMALE,NULL,basic,en,"Mac Desktop",Safari,GB
440,2010-04-21,2010-04-22,FEMALE,35,facebook,en,"Windows Desktop",Chrome,US
441,2010-04-21,2010-04-22,-unknown-,NULL,basic,en,"Mac Desktop",Safari,US
442,2010-04-21,NULL,-unknown-,29,basic,en,Other/Unknown,-unknown-,NDF
443,2010-04-22,2010-04-22,FEMALE,19,facebook,en,"Windows Desktop",Firefox,US
444,2010-04-22,NULL,-unknown-,NULL,basic,en,iPhone,-unknown-,NDF
445,2010-04-22,NULL,-unknown-,38,basic,en,Other/Unknown,-unknown-,NDF
446,2010-04-22,NULL,-unknown-,41,basic,en,iPad,"Mobile Safari",NDF
447,2010-04-22,NULL,FEMALE,31,basic,en,iPhone,"Mobile Safari",NDF
448,2010-04-22,2010-04-23,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
449,2010-04-23,NULL,-unknown-,NULL,basic,en,iPhone,"Mobile Safari",NDF
450,2010-04-23,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
451,2010-04-23,2010-06-12,FEMALE,38,basic,en,"Windows Desktop",Chrome,US
452,2010-04-23,2010-10-05,-unknown-,65,basic,en,"Windows Desktop",IE,US
453,2010-04-24,2010-04-24,-unknown-,32,basic,en,"Mac Desktop",Chrome,US
454,2010-04-25,2010-04-28,FEMALE,31,basic,en,Other/Unknown,-unknown-,US
455,2010-04-25,NULL,FEMALE,31,basic,en,"Windows Desktop",Chrome,NDF
456,2010-04-25,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
457,2010-04-25,2010-04-29,MALE,NULL,basic,en,"Mac Desktop",Chrome,US
458,2010-04-25,2010-04-28,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
459,2010-04-25,NULL,-unknown-,NULL,basic,en,iPhone,-unknown-,NDF
460,2010-04-25,2010-04-25,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
461,2010-04-25,NULL,FEMALE,41,facebook,en,Other/Unknown,-unknown-,NDF
462,2010-04-26,2010-04-27,-unknown-,NULL,basic,en,"Mac Desktop",Safari,US
463,2010-04-26,2010-04-27,-unknown-,42,basic,en,"Mac Desktop",Safari,US
464,2010-04-26,2010-04-27,MALE,43,facebook,en,"Mac Desktop",Safari,IT
465,2010-04-26,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
466,2010-04-26,2010-04-26,FEMALE,33,basic,en,iPhone,-unknown-,US
467,2010-04-26,NULL,-unknown-,61,basic,es,Other/Unknown,-unknown-,NDF
468,2010-04-27,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
469,2010-04-27,2010-06-01,MALE,31,basic,en,"Mac Desktop",Chrome,NL
470,2010-04-27,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
471,2010-04-27,NULL,MALE,39,basic,en,"Mac Desktop",Chrome,NDF
472,2010-04-27,2010-05-07,FEMALE,NULL,basic,fr,"Windows Desktop",Firefox,FR
473,2010-04-28,NULL,FEMALE,55,facebook,en,"Mac Desktop",Safari,NDF
474,2010-04-28,NULL,MALE,38,basic,en,"Mac Desktop",Chrome,NDF
475,2010-04-28,2010-04-29,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,CA
476,2010-04-28,NULL,FEMALE,43,facebook,en,"Mac Desktop",Firefox,NDF
477,2010-04-28,2010-04-28,-unknown-,NULL,basic,en,iPhone,-unknown-,US
478,2010-04-28,2010-04-29,FEMALE,36,basic,en,iPhone,-unknown-,US
479,2010-04-28,2010-05-05,FEMALE,41,basic,en,iPad,"Mobile Safari",US
480,2010-04-29,2010-04-30,MALE,35,basic,en,"Mac Desktop",Safari,US
481,2010-04-29,2010-05-05,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,FR
482,2010-04-29,NULL,-unknown-,NULL,basic,en,"Windows Desktop",IE,NDF
483,2010-04-29,2010-04-29,FEMALE,5,facebook,en,"Mac Desktop",Safari,IT
484,2010-04-29,2010-04-30,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
485,2010-04-29,2010-07-19,MALE,30,facebook,en,"Mac Desktop",Chrome,ES
486,2010-04-29,2010-05-02,MALE,35,basic,en,iPhone,-unknown-,US
487,2010-04-29,2010-05-01,-unknown-,NULL,facebook,en,Other/Unknown,-unknown-,US
488,2010-04-30,2010-05-01,MALE,30,basic,en,iPad,"Mobile Safari",US
489,2010-04-30,2010-05-01,FEMALE,35,facebook,en,Other/Unknown,-unknown-,US
490,2010-04-30,2010-10-05,MALE,55,basic,en,"Mac Desktop",Chrome,US
491,2010-04-30,2010-05-08,MALE,33,basic,en,"Mac Desktop",Chrome,FR
492,2010-04-30,NULL,MALE,38,basic,en,"Windows Desktop",Chrome,NDF
493,2010-04-30,2010-05-04,FEMALE,NULL,basic,en,"Mac Desktop",Safari,FR
494,2010-04-30,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
495,2010-05-01,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
496,2010-05-01,NULL,-unknown-,30,basic,en,Other/Unknown,-unknown-,NDF
497,2010-05-01,2010-05-01,MALE,38,facebook,en,"Windows Desktop",Chrome,FR
498,2010-05-01,2010-05-03,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
