uid,date_account_created,date_first_booking,gender,age,signup_method,language,first_device_type,first_browser,country_destination
748,2010-06-03,2010-06-03,-unknown-,35,facebook,en,Other/Unknown,-unknown-,US
749,2010-06-03,NULL,FEMALE,NULL,basic,en,"Mac Desktop",Safari,NDF
750,2010-06-03,2010-06-04,-unknown-,19,basic,en,"Windows Desktop",Firefox,CA
751,2010-06-04,NULL,FEMALE,34,basic,en,"Mac Desktop",Safari,NDF
752,2010-06-04,NULL,FEMALE,37,facebook,en,Other/Unknown,-unknown-,NDF
753,2010-06-04,2010-07-24,MALE,31,basic,en,"Mac Desktop",Chrome,US
754,2010-06-04,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
755,2010-06-04,NULL,FEMALE,44,basic,en,Other/Unknown,-unknown-,NDF
756,2010-06-04,2010-06-04,-unknown-,35,facebook,en,Other/Unknown,-unknown-,US
757,2010-06-04,2010-06-05,-unknown-,45,facebook,en,"Mac Desktop",Chrome,US
758,2010-06-04,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,NDF
759,2010-06-04,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
760,2010-06-05,NULL,MALE,44,basic,en,"Windows Desktop",Firefox,NDF
761,2010-06-05,2010-07-29,FEMALE,33,basic,en,"Mac Desktop",Chrome,US
762,2010-06-05,2010-06-12,MALE,32,basic,en,"Mac Desktop",Chrome,other
763,2010-06-05,NULL,-unknown-,63,basic,en,Other/Unknown,-unknown-,NDF
764,2010-06-05,NULL,FEMALE,43,basic,en,iPad,"Mobile Safari",NDF
765,2010-06-05,2010-06-07,-unknown-,46,facebook,en,"Mac Desktop",Firefox,US
766,2010-06-06,2010-06-06,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
767,2010-06-06,2010-06-07,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
768,2010-06-06,2010-06-07,-unknown-,NULL,facebook,en,"Windows Desktop",Chrome,US
769,2010-06-06,NULL,-unknown-,NULL,basic,en,iPhone,"Mobile Safari",NDF
770,2010-06-06,2010-06-07,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,other
771,2010-06-06,2010-06-07,-unknown-,58,basic,en,Other/Unknown,-unknown-,US
772,2010-06-06,NULL,-unknown-,35,basic,en,"Windows Desktop",Chrome,NDF
773,2010-06-07,2010-06-11,FEMALE,51,facebook,en,"Mac Desktop",Chrome,US
774,2010-06-07,NULL,FEMALE,42,facebook,en,"Mac Desktop",Chrome,NDF
775,2010-06-07,NULL,MALE,36,facebook,en,"Android Tablet",IE,NDF
776,2010-06-07,2011-05-17,FEMALE,34,facebook,en,"Mac Desktop",Chrome,US
777,2010-06-07,NULL,MALE,5,facebook,en,"Mac Desktop",Safari,NDF
778,2010-06-07,NULL,FEMALE,94,basic,en,"Mac Desktop",Safari,NDF
779,2010-06-07,NULL,-unknown-,46,basic,en,Other/Unknown,-unknown-,NDF
780,2010-06-07,2011-06-07,-unknown-,31,basic,en,iPhone,-unknown-,US
781,2010-06-07,NULL,-unknown-,5,basic,fr,iPhone,"Mobile Safari",NDF
782,2010-06-07,NULL,MALE,5,facebook,en,"Windows Desktop",IE,NDF
783,2010-06-08,NULL,-unknown-,35,facebook,en,Other/Unknown,-unknown-,NDF
784,2010-06-08,NULL,FEMALE,35,basic,en,"Mac Desktop",Safari,NDF
785,2010-06-08,NULL,FEMALE,NULL,basic,en,iPad,"Mobile Safari",NDF
786,2010-06-09,2011-06-08,-unknown-,19,basic,en,"Mac Desktop",Firefox,CA
787,2010-06-09,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
788,2010-06-09,2010-06-12,MALE,30,facebook,en,"Mac Desktop",Chrome,US
789,2010-06-09,NULL,-unknown-,NULL,basic,en,"Android Phone","Chrome Mobile",NDF
790,2010-06-09,2010-07-02,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
791,2010-06-09,NULL,FEMALE,31,facebook,en,"Windows Desktop",Chrome,NDF
792,2010-06-10,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
793,2010-06-10,NULL,MALE,64,facebook,en,iPhone,"Mobile Safari",NDF
794,2010-06-10,2010-06-14,-unknown-,29,basic,en,"Mac Desktop",Safari,US
795,2010-06-10,2010-10-04,FEMALE,45,basic,en,iPhone,"Mobile Safari",US
796,2010-06-10,2010-06-10,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,FR
797,2010-06-10,2010-06-15,FEMALE,37,basic,en,"Mac Desktop",Chrome,US
798,2010-06-10,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
799,2010-06-10,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
800,2010-06-10,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
801,2010-06-11,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
802,2010-06-11,NULL,MALE,31,facebook,en,"Mac Desktop",Chrome,NDF
803,2010-06-11,2010-07-30,FEMALE,35,basic,en,"Mac Desktop",Safari,DE
804,2010-06-11,NULL,MALE,37,basic,en,Other/Unknown,-unknown-,NDF
805,2010-06-11,NULL,MALE,NULL,facebook,en,"Mac Desktop",Firefox,NDF
806,2010-06-11,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
807,2010-06-12,2010-07-11,-unknown-,NULL,basic,en,"Mac Desktop",Safari,CA
808,2010-06-12,NULL,-unknown-,19,basic,en,"Windows Desktop",Chrome,NDF
809,2010-06-13,2010-06-17,FEMALE,44,basic,en,"Mac Desktop",Safari,US
810,2010-06-13,2010-06-13,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
811,2010-06-13,2010-06-13,-unknown-,36,facebook,en,"Mac Desktop",Safari,US
812,2010-06-13,2010-06-13,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
813,2010-06-14,2010-06-18,-unknown-,5,facebook,en,"Windows Desktop",IE,US
814,2010-06-14,2010-06-14,FEMALE,NULL,basic,en,"Mac Desktop",Chrome,US
815,2010-06-14,NULL,FEMALE,56,basic,en,"Mac Desktop",Safari,NDF
816,2010-06-14,2010-07-15,-unknown-,26,facebook,en,"Windows Desktop",Chrome,US
817,2010-06-14,NULL,MALE,5,facebook,en,Other/Unknown,-unknown-,NDF
818,2010-06-14,2010-06-17,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
819,2010-06-14,NULL,-unknown-,31,basic,en,"Windows Desktop",Chrome,NDF
820,2010-06-14,2010-06-15,FEMALE,37,facebook,en,"Windows Desktop",Chrome,US
821,2010-06-15,2010-06-16,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,CA
822,2010-06-15,2011-04-13,FEMALE,26,basic,en,"Mac Desktop",Safari,US
823,2010-06-15,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
824,2010-06-15,NULL,-unknown-,25,basic,en,"Mac Desktop",Firefox,NDF
825,2010-06-15,2010-06-15,-unknown-,18,basic,en,"Mac Desktop",Firefox,CA
826,2010-06-15,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
827,2010-06-15,NULL,MALE,51,basic,en,"Windows Desktop",IE,NDF
828,2010-06-15,2010-06-16,FEMALE,30,basic,en,"Mac Desktop",Firefox,US
829,2010-06-16,2010-06-16,-unknown-,NULL,basic,de,"Mac Desktop",Safari,DE
830,2010-06-16,2010-07-09,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
831,2010-06-16,2010-07-08,FEMALE,55,basic,en,"Mac Desktop",Safari,US
832,2010-06-16,2010-06-19,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,ES
833,2010-06-16,2010-06-16,-unknown-,NULL,basic,en,iPhone,-unknown-,US
834,2010-06-16,NULL,FEMALE,32,facebook,en,"Windows Desktop",Chrome,NDF
835,2010-06-16,2010-06-19,-unknown-,NULL,basic,en,"Mac Desktop",Safari,US
836,2010-06-16,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
837,2010-06-16,NULL,-unknown-,NULL,basic,en,iPhone,"Mobile Safari",NDF
838,2010-06-16,NULL,FEMALE,5,facebook,en,"Mac Desktop",Chrome,NDF
839,2010-06-16,2010-06-17,-unknown-,34,basic,en,"Mac Desktop",Firefox,US
840,2010-06-16,2010-06-20,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,FR
841,2010-06-16,NULL,-unknown-,NULL,facebook,en,iPhone,"Mobile Safari",NDF
842,2010-06-17,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
843,2010-06-17,2010-06-17,MALE,30,facebook,en,"Windows Desktop",Chrome,FR
844,2010-06-17,2010-06-17,MALE,25,basic,en,"Mac Desktop",Chrome,US
845,2010-06-17,NULL,MALE,32,facebook,en,iPad,"Mobile Safari",NDF
846,2010-06-17,2010-07-06,MALE,32,basic,en,"Windows Desktop",Firefox,ES
847,2010-06-17,NULL,FEMALE,46,basic,en,"Mac Desktop",Safari,NDF
848,2010-06-17,2010-06-20,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
849,2010-06-18,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
850,2010-06-19,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
851,2010-06-19,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
852,2010-06-19,NULL,-unknown-,NULL,facebook,en,"Mac Desktop",Chrome,NDF
853,2010-06-19,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,NDF
854,2010-06-19,2010-06-25,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
855,2010-06-19,NULL,MALE,57,basic,en,"Windows Desktop",IE,NDF
856,2010-06-19,2010-06-22,MALE,5,facebook,en,"Windows Desktop",Chrome,US
857,2010-06-19,NULL,MALE,34,basic,en,"Windows Desktop",Chrome,NDF
858,2010-06-20,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
859,2010-06-20,NULL,MALE,47,facebook,en,iPad,"Mobile Safari",NDF
860,2010-06-20,2010-06-21,MALE,30,basic,en,"Mac Desktop",Chrome,CA
861,2010-06-20,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
862,2010-06-20,2010-06-20,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
863,2010-06-20,NULL,-unknown-,39,facebook,en,Other/Unknown,-unknown-,NDF
864,2010-06-20,2010-06-21,FEMALE,NULL,facebook,en,Other/Unknown,-unknown-,US
865,2010-06-21,2010-06-22,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
866,2010-06-21,2010-06-28,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
867,2010-06-21,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
868,2010-06-21,NULL,FEMALE,39,facebook,en,iPad,"Mobile Safari",NDF
869,2010-06-21,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
870,2010-06-21,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,NDF
871,2010-06-22,NULL,-unknown-,40,basic,en,Other/Unknown,-unknown-,NDF
872,2010-06-22,2010-07-05,MALE,39,facebook,en,"Mac Desktop",Safari,US
873,2010-06-22,NULL,FEMALE,NULL,facebook,en,"Mac Desktop",Chrome,NDF
874,2010-06-22,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
875,2010-06-22,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
876,2010-06-22,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,NDF
877,2010-06-22,NULL,FEMALE,NULL,facebook,en,"Windows Desktop",Firefox,NDF
878,2010-06-22,2010-06-22,-unknown-,52,basic,en,"Mac Desktop",Safari,US
879,2010-06-23,2010-06-23,MALE,29,basic,en,iPhone,-unknown-,FR
880,2010-06-23,2010-06-23,FEMALE,47,facebook,en,"Mac Desktop",Firefox,US
881,2010-06-23,NULL,FEMALE,5,facebook,en,"Android Phone","Android Browser",NDF
882,2010-06-23,2010-06-23,FEMALE,49,facebook,en,Other/Unknown,-unknown-,US
883,2010-06-23,2010-06-23,MALE,NULL,facebook,en,Other/Unknown,-unknown-,other
884,2010-06-23,NULL,MALE,NULL,facebook,en,"Windows Desktop",Chrome,NDF
885,2010-06-23,2010-07-31,FEMALE,38,facebook,en,iPad,"Mobile Safari",US
886,2010-06-23,NULL,FEMALE,NULL,facebook,en,iPad,"Mobile Safari",NDF
887,2010-06-23,2010-06-25,FEMALE,35,facebook,en,iPhone,-unknown-,US
888,2010-06-23,NULL,FEMALE,32,facebook,en,iPhone,-unknown-,NDF
889,2010-06-23,NULL,-unknown-,35,facebook,en,"Windows Desktop",Firefox,NDF
890,2010-06-23,2010-06-24,FEMALE,30,basic,en,"Mac Desktop",Safari,US
891,2010-06-24,2010-06-25,MALE,NULL,facebook,en,"Mac Desktop",Firefox,US
892,2010-06-24,2010-06-25,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
893,2010-06-24,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
894,2010-06-24,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
895,2010-06-24,2010-06-25,FEMALE,34,basic,en,"Windows Desktop",Chrome,FR
896,2010-06-24,NULL,FEMALE,NULL,facebook,en,iPhone,"Mobile Safari",NDF
897,2010-06-25,NULL,MALE,51,basic,en,"Windows Desktop",IE,NDF
898,2012-04-20,2011-05-18,FEMALE,47,facebook,en,"Mac Desktop",Safari,US
899,2010-06-25,2010-09-22,-unknown-,37,basic,en,"Mac Desktop",Chrome,US
900,2010-06-25,2010-06-25,MALE,65,basic,en,"Mac Desktop",Firefox,US
901,2010-06-25,NULL,FEMALE,29,facebook,en,Other/Unknown,Chrome,NDF
902,2010-06-25,2010-06-25,-unknown-,37,basic,en,Other/Unknown,-unknown-,US
903,2010-06-25,2010-06-27,FEMALE,49,basic,en,"Mac Desktop",Chrome,DE
904,2010-06-25,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
905,2010-06-25,2010-06-26,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
906,2010-06-25,2010-06-29,-unknown-,32,basic,en,iPhone,-unknown-,US
907,2010-06-25,2010-06-26,-unknown-,26,facebook,en,iPhone,-unknown-,IT
908,2010-06-25,2010-06-29,FEMALE,37,basic,en,"Mac Desktop",Safari,ES
909,2010-06-26,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
910,2010-06-26,2010-06-27,FEMALE,40,basic,en,iPhone,"Mobile Safari",US
911,2010-06-27,NULL,FEMALE,51,basic,en,"Windows Desktop",Chrome,NDF
912,2010-06-27,NULL,FEMALE,5,facebook,en,"Mac Desktop",Safari,NDF
913,2010-06-27,2010-06-27,-unknown-,67,basic,en,iPad,"Mobile Safari",GB
914,2010-06-27,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,NDF
915,2010-06-27,2010-06-28,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,US
916,2010-06-27,2010-06-28,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
917,2010-06-27,2010-06-29,-unknown-,NULL,basic,en,"Windows Desktop",IE,US
918,2010-06-28,2010-06-28,MALE,33,basic,en,"Mac Desktop",Firefox,US
919,2010-06-28,NULL,FEMALE,25,facebook,en,"Mac Desktop",Firefox,NDF
920,2010-06-28,NULL,FEMALE,28,basic,en,"Android Phone",-unknown-,NDF
921,2010-06-28,2010-06-29,FEMALE,50,basic,en,"Windows Desktop",Firefox,US
922,2010-06-28,2010-06-28,FEMALE,5,facebook,en,Other/Unknown,-unknown-,US
923,2010-06-28,2010-07-06,MALE,38,basic,en,"Mac Desktop",Safari,CA
924,2010-06-28,NULL,MALE,36,basic,en,"Mac Desktop",Firefox,NDF
925,2010-06-28,NULL,-unknown-,NULL,facebook,en,"Mac Desktop",Firefox,NDF
926,2010-06-28,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
927,2010-06-28,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
928,2010-06-29,2010-06-29,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,FR
929,2010-06-29,NULL,MALE,56,basic,en,"Mac Desktop",Safari,NDF
930,2010-06-29,NULL,FEMALE,34,basic,en,"Android Phone","Android Browser",NDF
931,2010-06-29,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
932,2010-06-29,NULL,FEMALE,34,basic,en,"Windows Desktop",IE,NDF
933,2010-06-29,2010-07-01,-unknown-,29,basic,en,"Mac Desktop",Chrome,US
934,2011-05-03,2010-06-29,-unknown-,35,basic,en,"Mac Desktop",Safari,US
935,2010-06-29,2010-08-21,MALE,34,basic,en,"Mac Desktop",Firefox,US
936,2010-06-29,NULL,FEMALE,5,facebook,en,Other/Unknown,-unknown-,NDF
937,2010-06-29,NULL,FEMALE,38,basic,en,"Windows Desktop",Chrome,NDF
938,2010-06-29,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
939,2010-06-29,2010-06-30,FEMALE,32,basic,en,"Windows Desktop",Chrome,US
940,2010-06-30,NULL,-unknown-,69,basic,en,"Desktop (Other)",Chrome,NDF
941,2010-06-30,2010-07-06,MALE,NULL,basic,en,"Mac Desktop",Chrome,US
942,2010-06-30,2010-07-07,-unknown-,27,basic,en,"Windows Desktop",Chrome,US
943,2010-06-30,2010-07-19,MALE,75,basic,en,"Mac Desktop",Safari,US
944,2010-06-30,NULL,FEMALE,38,facebook,en,"Windows Desktop",IE,NDF
945,2010-06-30,2010-07-02,MALE,34,basic,en,"Mac Desktop",Chrome,US
946,2010-07-01,2010-07-01,FEMALE,67,basic,en,"Windows Desktop",IE,US
947,2010-07-01,NULL,MALE,39,facebook,en,Other/Unknown,-unknown-,NDF
948,2010-07-01,2010-07-01,MALE,NULL,facebook,en,Other/Unknown,-unknown-,US
949,2010-07-01,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,NDF
950,2010-07-01,NULL,FEMALE,45,facebook,en,"Mac Desktop",Chrome,NDF
951,2010-07-01,NULL,-unknown-,61,basic,en,Other/Unknown,-unknown-,NDF
952,2010-07-01,2010-07-02,FEMALE,33,basic,en,"Mac Desktop",Safari,GB
953,2010-07-01,NULL,MALE,34,facebook,en,"Android Tablet",IE,NDF
954,2010-07-01,2010-09-05,FEMALE,28,basic,en,"Mac Desktop",Safari,US
955,2010-07-01,NULL,FEMALE,34,facebook,en,"Mac Desktop",Safari,NDF
956,2010-07-02,2010-07-02,FEMALE,53,facebook,en,"Mac Desktop",Firefox,FR
957,2010-07-02,2010-07-06,MALE,29,basic,en,"Windows Desktop",Chrome,US
958,2010-07-02,2010-07-06,MALE,35,basic,en,"Mac Desktop",Safari,US
959,2010-07-02,2010-07-02,-unknown-,NULL,basic,en,"Mac Desktop",Chrome,US
960,2010-07-02,NULL,-unknown-,NULL,basic,en,iPad,"Mobile Safari",NDF
961,2010-07-02,2010-07-02,MALE,67,basic,en,"Windows Desktop",Firefox,US
962,2010-07-02,2010-07-02,FEMALE,28,basic,en,"Mac Desktop",Chrome,US
963,2010-07-02,NULL,FEMALE,49,facebook,en,"Mac Desktop",Chrome,NDF
964,2010-07-03,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
965,2010-07-03,NULL,-unknown-,39,basic,en,Other/Unknown,-unknown-,NDF
966,2010-07-03,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
967,2010-07-03,NULL,FEMALE,5,facebook,en,Other/Unknown,-unknown-,NDF
968,2010-07-04,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
969,2010-07-04,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
970,2010-07-04,2010-07-04,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,CA
971,2010-07-04,2010-07-22,-unknown-,NULL,basic,en,iPhone,-unknown-,FR
972,2010-07-04,NULL,-unknown-,40,facebook,en,"Windows Desktop",Chrome,NDF
973,2010-07-04,NULL,MALE,36,basic,en,"Mac Desktop",Safari,NDF
974,2010-07-05,2011-05-27,FEMALE,36,basic,es,"Mac Desktop",Safari,US
975,2010-07-05,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
976,2010-07-05,2010-07-05,FEMALE,35,basic,en,iPhone,-unknown-,US
977,2010-07-05,NULL,FEMALE,30,basic,en,iPhone,-unknown-,NDF
978,2010-07-05,NULL,MALE,31,basic,en,Other/Unknown,-unknown-,NDF
979,2010-07-05,2010-07-08,-unknown-,34,basic,en,"Windows Desktop",Firefox,other
980,2010-07-05,NULL,MALE,70,basic,en,"Windows Desktop",Firefox,NDF
981,2010-07-06,2010-07-22,FEMALE,32,basic,en,iPad,"Mobile Safari",FR
982,2010-07-06,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
983,2010-07-06,NULL,FEMALE,33,basic,en,"Mac Desktop",Firefox,NDF
984,2010-07-06,NULL,FEMALE,5,facebook,en,iPhone,"Mobile Safari",NDF
985,2010-07-06,NULL,-unknown-,NULL,basic,en,"Android Phone",-unknown-,NDF
986,2010-07-06,2010-07-09,FEMALE,39,facebook,en,iPhone,"Mobile Safari",US
987,2010-07-06,2010-07-06,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,US
988,2010-07-06,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Firefox,NDF
989,2010-07-06,NULL,FEMALE,28,basic,en,"Windows Desktop",Chrome,NDF
990,2010-07-07,2010-07-07,FEMALE,29,basic,en,"Mac Desktop",Chrome,US
991,2010-07-07,2010-07-11,-unknown-,NULL,basic,en,"Mac Desktop",Firefox,GB
992,2010-07-07,2010-07-07,FEMALE,38,basic,en,"Mac Desktop",Safari,US
993,2010-07-07,2010-07-10,FEMALE,26,basic,en,"Mac Desktop",Chrome,US
994,2010-07-07,2010-07-27,-unknown-,44,basic,en,"Windows Desktop",Firefox,US
995,2010-07-07,NULL,-unknown-,NULL,basic,en,"Mac Desktop",Safari,NDF
996,2010-07-07,NULL,-unknown-,NULL,basic,en,"Windows Desktop",Chrome,NDF
997,2010-07-07,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
998,2010-07-07,NULL,-unknown-,NULL,basic,en,iPhone,-unknown-,NDF
999,2010-07-08,NULL,-unknown-,NULL,basic,en,Other/Unknown,-unknown-,NDF
1000,2010-07-08,NULL,MALE,46,facebook,en,Other/Unknown,-unknown-,NDF
